Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Nevro corp,NVRO,"",0.0,0.0,,0.0285,"",-164000.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2021,137.68,101.99
Outfront media inc,OUT,"",0.0,0.0,,0.0249,"",-917700.0,-100.0,soldall,0.0000000,Q1 2015,COMMUNICATIONS,13F,06/30/2021,17.98,24.87
Glu mobile inc,GLUU,"",0.0,0.0,,0.0234,"",-1506300.0,-100.0,soldall,N/A,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,9.19,
Intel corp.,INTC,"",0.0,0.0,,0.0266,"",-333494.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,64.0,53.49
Trupanion inc,TRUP,"",0.0,0.0,,0.025,"",-263600.0,-100.0,soldall,0.0000000,Q3 2020,FINANCE,13F,06/30/2021,76.21,96.82
First trust cloud computing etf,SKYY,"",0.0,0.0,,0.0011,"",-9000.0,-100.0,soldall,No Data,Q2 2020,FINANCE,13F,06/30/2021,95.43,106.27
Altisource asset management corp,AAMC,"",0.0,0.0,,0.0004,"",-17051.0,-100.0,soldall,0.0000000,Q1 2021,REAL ESTATE,13F,06/30/2021,19.0,14.27
360 digitech inc,QFIN,"",0.0,0.0,,0.0085,"",-262700.0,-100.0,soldall,0.0000000,Q2 2019,FINANCE,13F,06/30/2021,24.6,18.7
Kelly services  inc  class b,KELYB,"",0.0,0.0,,0.0003,"",-10500.0,-100.0,soldall,0.0000000,Q4 2020,INDUSTRIALS,13F,06/30/2021,20.52,23.05
British american tobacco industries,BTI,"",0.0,0.0,,0.0026,"",-54899.0,-100.0,soldall,0.0000000,Q1 2011,CONSUMER STAPLES,13F,06/30/2021,38.74,37.46
Evi industries inc,EVI,"",0.0,0.0,,0.0005,"",-12643.0,-100.0,soldall,0.0000000,Q1 2021,INDUSTRIALS,13F,06/30/2021,28.77,26.27
Investors bancorp inc,ISBC,"",0.0,0.0,,0.002,"",-110038.0,-100.0,soldall,0.0000000,Q2 2006,FINANCE,13F,06/30/2021,11.0,14.42
9f inc,JFU,"",0.0,0.0,,0.0004,"",-164945.0,-100.0,soldall,0.0000000,Q3 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,0.91,1.59
Planet green holdings corp,PLAG,"",0.0,0.0,,0.0001,"",-51200.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER STAPLES,13F,06/30/2021,2.19,1.34
Nanostring technologies inc,NSTG,"",0.0,0.0,,0.0057,"",-69695.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,13F,06/30/2021,66.88,55.88
Uniti group inc,UNIT,"",0.0,0.0,,0.0089,"",-645786.0,-100.0,soldall,0.0000000,Q2 2020,REAL ESTATE,13F,06/30/2021,10.62,13.12
Herc holdings inc,HRI,"",0.0,0.0,,0.0011,"",-9000.0,-100.0,soldall,0.0000000,Q4 2018,TRANSPORTS,13F,06/30/2021,42.94,130.72
Armour residential reit inc,ARR,"",0.0,0.0,,0.0105,"",-694021.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,13F,06/30/2021,11.19,10.58
Abraxas petroleum corp,AXAS,"",0.0,0.0,,0.0003,"",-84448.0,-100.0,soldall,0.0000000,Q1 2021,ENERGY,13F,06/30/2021,3.14,2.2
Chimera investment corp,CIM,"",0.0,0.0,,0.0104,"",-659460.0,-100.0,soldall,0.0000000,Q4 2020,REAL ESTATE,13F,06/30/2021,11.4,15.16
Golar lng partners lp,GMLP,"",0.0,0.0,,0.0045,"",-1032072.0,-100.0,soldall,N/A,Q1 2018,ENERGY,13F,06/30/2021,6.25,
Sk telecom co.  ltd. adr,SKM,"",0.0,0.0,,0.0013,"",-38900.0,-100.0,soldall,0.0000000,Q1 2021,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,27.23,29.23
Camden property trust,CPT,"",0.0,0.0,,0.0104,"",-76200.0,-100.0,soldall,0.0000000,Q4 2016,REAL ESTATE,13F,06/30/2021,98.7,146.0
Zhongchao inc.,ZCMD,"",0.0,0.0,,0.0003,"",-137239.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,1.98,1.68
Invesco kbw bank etf,KBWB,"",0.0,0.0,,0.0009,"",-11100.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,61.89,66.97
Kintara therapeutics,KTRA,"",0.0,0.0,,0.0001,"",-46500.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,13F,06/30/2021,1.11,1.55
Twitter inc,TWTR,"",0.0,0.0,,0.0137,"",-173200.0,-100.0,soldall,0.0000000,Q1 2021,COMMUNICATIONS,13F,06/30/2021,63.63,64.82
Fisker inc,FSR,"",0.0,0.0,,0.0607,"",-2832200.0,-100.0,soldall,0.0000000,Q1 2021,FINANCE,13F,06/30/2021,17.22,14.4
Farfetch ltd,FTCH,"",0.0,0.0,,0.0702,"",-1064300.0,-100.0,soldall,0.0000000,Q3 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,53.79,44.19
Louisiana pacific corp.,LPX,"",0.0,0.0,,0.012,"",-174100.0,-100.0,soldall,0.0000000,Q3 2016,MATERIALS,13F,06/30/2021,24.64,58.94
Perkinelmer inc.,PKI,"",0.0,0.0,,0.0516,"",-323100.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,13F,06/30/2021,128.29,183.11
Borr drilling ltd,BORR,"",0.0,0.0,,0.0006,"",-485037.0,-100.0,soldall,0.0000000,Q2 2020,ENERGY,13F,06/30/2021,0.93,0.669
Franks international n.v.,FI,"",0.0,0.0,,0.002,"",-455700.0,-100.0,soldall,0.0000000,Q3 2020,ENERGY,13F,06/30/2021,3.55,2.75
Amphenol corp. (1987),APH,"",0.0,0.0,,0.027,"",-328900.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,65.97,73.99
Ishares msci canada etf,EWC,"",0.0,0.0,,0.0005,"",-12500.0,-100.0,soldall,No Data,Q4 2018,FINANCE,13F,06/30/2021,27.15,37.71
Clear channel outdoor holdings inc,CCO,"",0.0,0.0,,0.0005,"",-228400.0,-100.0,soldall,0.0000000,Q4 2020,COMMUNICATIONS,13F,06/30/2021,1.65,2.36
Kornit digital ltd,KRNT,"",0.0,0.0,,0.0126,"",-102500.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,99.12,123.95
Goldman sachs activebeta international equity etf,GSIE,"",0.0,0.0,,0.001,"",-24800.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,33.04,36.1
Curiositystream inc.,CURI,"",0.0,0.0,,0.0013,"",-80072.0,-100.0,soldall,0.0000000,Q4 2020,FINANCE,13F,06/30/2021,13.69,12.73
Invesco ftse rafi us 1500 small-mid etf-invesco ftse rafi us 1500 small-mid etf,PRFZ,"",0.0,0.0,,0.0006,"",-2700.0,-100.0,soldall,No Data,Q4 2020,FINANCE,13F,06/30/2021,150.94,184.17
Caredx inc,CDNA,"",0.0,0.0,,0.001,"",-11800.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,13F,06/30/2021,68.09,69.85
Accelerate diagnostics corp,AXDX,"",0.0,0.0,,0.0008,"",-79600.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,13F,06/30/2021,8.86,5.97
Piedmont office realty trust inc,PDM,"",0.0,0.0,,0.0029,"",-134000.0,-100.0,soldall,0.0000000,Q3 2014,REAL ESTATE,13F,06/30/2021,17.37,18.49
Standard avb financial corp,STND,"",0.0,0.0,,0.0007,"",-17100.0,-100.0,soldall,N/A,Q4 2020,FINANCE,13F,06/30/2021,32.61,
Fuller (h.b.) co.,FUL,"",0.0,0.0,,0.0004,"",-5200.0,-100.0,soldall,0.0000000,Q4 2020,MATERIALS,13F,06/30/2021,51.88,67.64
Huya inc,HUYA,"",0.0,0.0,,0.0235,"",-970639.0,-100.0,soldall,0.0000000,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,22.07,10.1
Tenable holdings inc,TENB,"",0.0,0.0,,0.0187,"",-414400.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,32.19,42.82
Hyrecar inc,HYRE,"",0.0,0.0,,0.0035,"",-283699.0,-100.0,soldall,0.0000000,Q2 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,6.24,9.79
Wisdomtree emerging markets equity income fund,DEM,"",0.0,0.0,,0.0008,"",-14600.0,-100.0,soldall,No Data,Q3 2020,FINANCE,13F,06/30/2021,40.11,44.94
Virgin galactic holdings inc,SPCE,"",0.0,0.0,,0.1076,"",-2824223.0,-100.0,soldall,0.0000000,Q1 2021,FINANCE,13F,06/30/2021,30.63,25.37
Nbt bancorp  inc.,NBTB,"",0.0,0.0,,0.0011,"",-22213.0,-100.0,soldall,0.0000000,Q4 2014,FINANCE,13F,06/30/2021,35.73,36.88
Grace (w.r.) & co. (de),GRA,"",0.0,0.0,,0.0198,"",-265300.0,-100.0,soldall,0.0000000,Q1 2016,MATERIALS,13F,06/30/2021,53.3,69.53
Vericel corp,VCEL,"",0.0,0.0,,0.0006,"",-9092.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,13F,06/30/2021,30.88,47.07
Crispr therapeutics ag,CRSP,"",0.0,0.0,,0.0187,"",-123110.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,13F,06/30/2021,57.08,126.76
Cerecor inc com stk (de),CERC,"",0.0,0.0,,0.0011,"",-284793.0,-100.0,soldall,N/A,Q2 2020, ,13F,06/30/2021,,
Spdr(r) bloomberg barclays emerging markets local bond etf-spdr(r) bloomberg barclays emerging markets local bond etf,EBND,"",0.0,0.0,,0.0009,"",-27193.0,-100.0,soldall,No Data,Q4 2020,FINANCE,13F,06/30/2021,28.05,26.06
Federal realty investment trust,FRT,"",0.0,0.0,,0.0118,"",-93755.0,-100.0,soldall,0.0000000,Q4 2016,REAL ESTATE,13F,06/30/2021,96.25,120.0
Triton international ltd,TRTN,"",0.0,0.0,,0.0033,"",-48806.0,-100.0,soldall,0.0000000,Q4 2020,INDUSTRIALS,13F,06/30/2021,53.97,54.36
Biomx ord shs,PHGE,"",0.0,0.0,,0.0003,"",-36200.0,-100.0,soldall,N/A,Q1 2021, ,13F,06/30/2021,,
Marcus & millichap inc,MMI,"",0.0,0.0,,0.0024,"",-56200.0,-100.0,soldall,0.0000000,Q1 2021,REAL ESTATE,13F,06/30/2021,33.7,40.17
International general insurance holdings ord shs,IGIC,"",0.0,0.0,,0.0001,"",-12100.0,-100.0,soldall,N/A,Q1 2021, ,13F,06/30/2021,,
Intercept pharmaceuticals inc,ICPT,"",0.0,0.0,,0.001,"",-35600.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,13F,06/30/2021,55.59,14.92
Aenza s.a.a.,AENZ,"",0.0,0.0,,0.0001,"",-18200.0,-100.0,soldall,0.0000000,Q2 2020,INDUSTRIALS,13F,06/30/2021,2.3,1.3
Rapid7 inc,RPD,"",0.0,0.0,,0.003,"",-32696.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,74.61,113.44
Vanguard long-term corporate bond etf,VCLT,"",0.0,0.0,,0.0024,"",-19200.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,101.25,108.05
United states antimony corp,UAMY,"",0.0,0.0,,0.0002,"",-163386.0,-100.0,soldall,0.0000000,Q3 2020,MATERIALS,13F,06/30/2021,0.73,0.94
Realpage inc,RP,"",0.0,0.0,,0.0028,"",-25794.0,-100.0,soldall,N/A,Q4 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,87.2,
Imperial oil ltd. (ase),IMO,"",0.0,0.0,,0.0017,"",-56200.0,-100.0,soldall,0.0000000,Q2 2011,ENERGY,13F,06/30/2021,18.28,27.28
Tjx companies inc.,TJX,"",0.0,0.0,,0.1042,"",-1265700.0,-100.0,soldall,0.0000000,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2021,65.97,70.49
Snap inc class a,SNAP,"",0.0,0.0,,0.08,"",-1230500.0,-100.0,soldall,0.0000000,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,50.07,74.62
La jolla pharmaceutical co,LJPC,"",0.0,0.0,,0.0002,"",-33600.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,13F,06/30/2021,3.91,3.98
Resolute forest products inc,RFP,"",0.0,0.0,,0.0098,"",-715900.0,-100.0,soldall,0.0000000,Q2 2012,MATERIALS,13F,06/30/2021,9.45,11.36
Tpi composites inc,TPIC,"",0.0,0.0,,0.0191,"",-271995.0,-100.0,soldall,0.0000000,Q3 2020,ENERGY,13F,06/30/2021,42.07,40.91
Redwood trust  inc.,RWT,"",0.0,0.0,,0.0076,"",-586500.0,-100.0,soldall,0.0000000,Q3 2020,REAL ESTATE,13F,06/30/2021,8.64,12.47
Magna international inc. class a,MGA,"",0.0,0.0,,0.0286,"",-260784.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,38.99,85.94
Kimberly-clark corp.,KMB,"",0.0,0.0,,0.0005,"",-2700.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER STAPLES,13F,06/30/2021,136.5,136.48
Tfi intl inc,TFII,"",0.0,0.0,,0.0087,"",-93563.0,-100.0,soldall,0.0000000,Q2 2020,TRANSPORTS,13F,06/30/2021,41.25,111.65
Spdr s&p oil & gas exploration & product,XOP,"",0.0,0.0,,0.0082,"",-80700.0,-100.0,soldall,No Data,Q1 2021,ENERGY,13F,06/30/2021,81.34,80.23
Comcast corp.  class a,CMCSA,"",0.0,0.0,,0.0408,"",-605676.0,-100.0,soldall,0.0000000,Q1 2021,COMMUNICATIONS,13F,06/30/2021,54.11,59.32
Hilton worldwide holdings inc,HLT,"",0.0,0.0,,0.1159,"",-770500.0,-100.0,soldall,0.0000000,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2021,77.24,122.21
Brasilagro brasileira de propriedades agricolas adr,LND,"",0.0,0.0,,0.0002,"",-47400.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER STAPLES,13F,06/30/2021,4.11,5.3
Crh medical corp,CRHM,"",0.0,0.0,,0.0055,"",-1126185.0,-100.0,soldall,N/A,Q1 2016,HEALTH CARE,13F,06/30/2021,2.88,
Comstock mining inc,LODE,"",0.0,0.0,,0.0001,"",-13818.0,-100.0,soldall,0.0000000,Q3 2020,MATERIALS,13F,06/30/2021,1.08,3.2
First trust large cap value alphadex fund,FTA,"",0.0,0.0,,0.0004,"",-5500.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,63.65,67.65
Varex imaging corp,VREX,"",0.0,0.0,,0.0033,"",-129580.0,-100.0,soldall,0.0000000,Q3 2017,HEALTH CARE,13F,06/30/2021,27.88,27.58
Puxin ltd,NEW,"",0.0,0.0,,0.0003,"",-50682.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,13F,06/30/2021,5.56,0.604
Sirius xm holdings inc,SIRI,"",0.0,0.0,,0.0242,"",-3188403.0,-100.0,soldall,0.0000000,Q4 2014,COMMUNICATIONS,13F,06/30/2021,5.99,6.03
Greenlane holdings inc,GNLN,"",0.0,0.0,,0.0005,"",-74300.0,-100.0,soldall,0.0000000,Q4 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,4.14,2.45
Bed bath & beyond inc.,BBBY,"",0.0,0.0,,0.0683,"",-1882960.0,-100.0,soldall,0.0000000,Q4 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,17.76,27.85
Flotek industries inc,FTK,"",0.0,0.0,,0.0001,"",-24287.0,-100.0,soldall,0.0000000,Q1 2020,MATERIALS,13F,06/30/2021,1.68,1.58
Fidelity national information services inc,FIS,"",0.0,0.0,,0.0868,"",-496145.0,-100.0,soldall,0.0000000,Q4 2020,FINANCE,13F,06/30/2021,141.07,134.06
J2 global inc,JCOM,"",0.0,0.0,,0.0122,"",-81800.0,-100.0,soldall,0.0000000,Q1 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,97.69,133.97
Vascular biogenics ltd,VBLT,"",0.0,0.0,,0.0002,"",-75800.0,-100.0,soldall,0.0000000,Q3 2018,HEALTH CARE,13F,06/30/2021,1.29,2.25
Green brick partners inc,GRBK,"",0.0,0.0,,0.0022,"",-79503.0,-100.0,soldall,0.0000000,Q1 2021,MATERIALS,13F,06/30/2021,22.68,25.84
Match group inc.,MTCH,"",0.0,0.0,,0.035,"",-204753.0,-100.0,soldall,0.0000000,Q3 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,137.38,136.25
General finance corp.,GFN,"",0.0,0.0,,0.0098,"",-648040.0,-100.0,soldall,N/A,Q1 2015,INDUSTRIALS,13F,06/30/2021,11.75,
Spdr dj wilshire large cap value etf,SPYV,"",0.0,0.0,,0.0004,"",-8800.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,37.9,40.67
Extended stay america inc,STAY,"",0.0,0.0,,0.0105,"",-426300.0,-100.0,soldall,0.0000000,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2021,15.63,
Physicians realty trust,DOC,"",0.0,0.0,,0.0144,"",-653603.0,-100.0,soldall,0.0000000,Q1 2021,REAL ESTATE,13F,06/30/2021,17.67,18.71
Barnes & noble education inc,BNED,"",0.0,0.0,,0.0001,"",-12000.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,8.14,7.47
Ventas  inc.,VTR,"",0.0,0.0,,0.0018,"",-27702.0,-100.0,soldall,0.0000000,Q3 2017,REAL ESTATE,13F,06/30/2021,49.04,57.09
Kkr & co inc,KKR,"",0.0,0.0,,0.0143,"",-234850.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,13F,06/30/2021,39.09,66.04
Ra medical systems inc,RMED,"",0.0,0.0,,0.0009,"",-155502.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,13F,06/30/2021,31.13,3.29
Valero energy corp.,VLO,"",0.0,0.0,,0.0267,"",-299688.0,-100.0,soldall,N/A,Q3 2019,ENERGY,13F,06/30/2021,47.47,66.25
Perspecta inc,PRSP,"",0.0,0.0,,0.0169,"",-469000.0,-100.0,soldall,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,22.7,
Abbott laboratories,ABT,"",0.0,0.0,,0.0544,"",-364866.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,13F,06/30/2021,119.84,123.06
Core laboratories n.v.,CLB,"",0.0,0.0,,0.0008,"",-23289.0,-100.0,soldall,0.0000000,Q1 2020,ENERGY,13F,06/30/2021,10.34,28.53
Autolus therapeutics plc,AUTL,"",0.0,0.0,,0.0006,"",-81588.0,-100.0,soldall,0.0000000,Q2 2019,HEALTH CARE,13F,06/30/2021,8.66,5.91
Advanced semiconductor engineering  inc. adr,ASX,"",0.0,0.0,,0.0122,"",-1278660.0,-100.0,soldall,0.0000000,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2021,5.69,8.87
Credit acceptance corp.,CACC,"",0.0,0.0,,0.0045,"",-10088.0,-100.0,soldall,0.0000000,Q1 2018,FINANCE,13F,06/30/2021,338.64,563.1
Siebert financial corp.,SIEB,"",0.0,0.0,,0.0003,"",-53900.0,-100.0,soldall,0.0000000,Q1 2020,FINANCE,13F,06/30/2021,4.68,4.2
Rbb bancorp,RBB,"",0.0,0.0,,0.0007,"",-28200.0,-100.0,soldall,0.0000000,Q3 2018,FINANCE,13F,06/30/2021,20.55,25.27
Ashland inc.,ASH,"",0.0,0.0,,0.0106,"",-96375.0,-100.0,soldall,0.0000000,Q3 2020,MATERIALS,13F,06/30/2021,73.26,86.78
Eagle materials inc.,EXP,"",0.0,0.0,,0.0144,"",-86000.0,-100.0,soldall,0.0000000,Q3 2018,MATERIALS,13F,06/30/2021,91.89,153.52
Exact sciences corp,EXAS,"",0.0,0.0,,0.0136,"",-82904.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,13F,06/30/2021,125.37,92.94
Fidelity total bond etf,FBND,"",0.0,0.0,,0.0014,"",-21700.0,-100.0,soldall,No Data,Q4 2019,FINANCE,13F,06/30/2021,54.13,53.65
Invesco s&p 500 high beta etf,SPHB,"",0.0,0.0,,0.0019,"",-21800.0,-100.0,soldall,No Data,Q2 2020,FINANCE,13F,06/30/2021,56.77,74.47
Heron therapeutics inc,HRTX,"",0.0,0.0,,0.0033,"",-162600.0,-100.0,soldall,0.0000000,Q2 2019,HEALTH CARE,13F,06/30/2021,16.21,11.05
Arconic corp. (2020),ARNC,"",0.0,0.0,,0.0024,"",-74400.0,-100.0,soldall,0.0000000,Q1 2021,MATERIALS,13F,06/30/2021,25.39,35.53
Tripadvisor inc,TRIP,"",0.0,0.0,,0.0845,"",-1263118.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,25.83,34.95
Ekso bionics holdings inc,EKSO,"",0.0,0.0,,0.0002,"",-20875.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,13F,06/30/2021,6.17,4.79
Virtra inc,VTSI,"",0.0,0.0,,0.0005,"",-71950.0,-100.0,soldall,0.0000000,Q4 2020,INDUSTRIALS,13F,06/30/2021,5.37,7.67
Novavax inc,NVAX,"",0.0,0.0,,0.1517,"",-672683.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,13F,06/30/2021,181.31,257.27
Y-mabs therapeutics inc,YMAB,"",0.0,0.0,,0.0012,"",-32200.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,13F,06/30/2021,30.24,29.09
Huami corp,ZEPP,"",0.0,0.0,,0.0014,"",-103131.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,11.94,10.51
Dow inc,DOW,"",0.0,0.0,,0.0616,"",-774500.0,-100.0,soldall,0.0000000,Q4 2020,MATERIALS,13F,06/30/2021,55.5,63.69
Palomar holdings inc,PLMR,"",0.0,0.0,,0.0004,"",-5100.0,-100.0,soldall,0.0000000,Q1 2021,FINANCE,13F,06/30/2021,67.04,84.51
Vanguard mid-cap etf,VO,"",0.0,0.0,,0.0031,"",-11300.0,-100.0,soldall,No Data,Q1 2020,FINANCE,13F,06/30/2021,221.34,244.15
Primoris services corp,PRIM,"",0.0,0.0,,0.007,"",-169800.0,-100.0,soldall,0.0000000,Q1 2016,INDUSTRIALS,13F,06/30/2021,33.13,26.45
Genpact ltd,G,"",0.0,0.0,,0.0161,"",-301700.0,-100.0,soldall,0.0000000,Q2 2019,INDUSTRIALS,13F,06/30/2021,40.69,52.09
Sg blocks inc,SGBX,"",0.0,0.0,,0.0005,"",-77976.0,-100.0,soldall,0.0000000,Q1 2021,INDUSTRIALS,13F,06/30/2021,4.66,3.47
Propetro holding corp,PUMP,"",0.0,0.0,,0.0006,"",-48400.0,-100.0,soldall,0.0000000,Q2 2020,ENERGY,13F,06/30/2021,5.14,7.2
Wisdomtree emerging markets ex-state owned enterprises fund,XSOE,"",0.0,0.0,,0.0024,"",-47080.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,40.69,38.81
Vanguard value etf,VTV,"",0.0,0.0,,0.0009,"",-5300.0,-100.0,soldall,No Data,Q2 2018,FINANCE,13F,06/30/2021,131.46,142.18
Macerich company (the),MAC,"",0.0,0.0,,0.0225,"",-1546687.0,-100.0,soldall,0.0000000,Q2 2018,REAL ESTATE,13F,06/30/2021,11.7,16.86
Covenant logistics group inc. (covenant transport group),CVLG,"",0.0,0.0,,0.0008,"",-32400.0,-100.0,soldall,0.0000000,Q4 2018,TRANSPORTS,13F,06/30/2021,16.2,22.08
Spdr s&p 600 small cap value etf,SLYV,"",0.0,0.0,,0.0009,"",-8700.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,81.99,82.91
Black diamond therapeutics  inc.,BDTX,"",0.0,0.0,,0.0006,"",-18600.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,13F,06/30/2021,24.26,9.28
Beam glbl,BEEM,"",0.0,0.0,,0.0068,"",-126800.0,-100.0,soldall,0.0000000,Q1 2020,ENERGY,13F,06/30/2021,43.36,31.3
Ntn buzztime inc,BTX,"",0.0,0.0,,0.0001,"",-19850.0,-100.0,soldall,0.0000000,Q2 2007,COMMUNICATIONS,13F,06/30/2021,3.72,11.12
Enservco corp,ENSV,"",0.0,0.0,,0.0002,"",-103824.0,-100.0,soldall,0.0000000,Q1 2021,ENERGY,13F,06/30/2021,1.73,1.18
Ring energy inc,REI,"",0.0,0.0,,0.0008,"",-289800.0,-100.0,soldall,0.0000000,Q4 2020,MATERIALS,13F,06/30/2021,0.94,2.36
Seres therapeutics inc,MCRB,"",0.0,0.0,,0.0033,"",-129200.0,-100.0,soldall,0.0000000,Q3 2016,HEALTH CARE,13F,06/30/2021,11.01,6.65
Atlantic power corp. adr,AT,"",0.0,0.0,,0.0004,"",-121316.0,-100.0,soldall,N/A,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,2.12,
Resmed inc.,RMD,"",0.0,0.0,,0.0016,"",-6887.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,13F,06/30/2021,183.5,275.1
Flir systems inc,FLIR,"",0.0,0.0,,0.0127,"",-180460.0,-100.0,soldall,N/A,Q1 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,41.42,
Altra industrial motion corp,AIMC,"",0.0,0.0,,0.0016,"",-22709.0,-100.0,soldall,0.0000000,Q3 2019,INDUSTRIALS,13F,06/30/2021,41.16,61.98
Datadog inc,DDOG,"",0.0,0.0,,0.0356,"",-343000.0,-100.0,soldall,0.0000000,Q1 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,77.44,135.49
Insight enterprises  inc.,NSIT,"",0.0,0.0,,0.007,"",-59373.0,-100.0,soldall,0.0000000,Q3 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,64.47,97.4
Mohawk group holdings inc,ATER,"",0.0,0.0,,0.0147,"",-400564.0,-100.0,soldall,0.0000000,Q2 2020,CONSUMER STAPLES,13F,06/30/2021,8.87,4.04
Wisdomtree us dividend growth etf,DGRW,"",0.0,0.0,,0.0013,"",-18000.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,57.19,62.36
Domtar corp. (dominion tar & chemical),UFS,"",0.0,0.0,,0.0033,"",-72842.0,-100.0,soldall,0.0000000,Q1 2018,MATERIALS,13F,06/30/2021,23.69,54.79
National western life group inc,NWLI,"",0.0,0.0,,0.0008,"",-2718.0,-100.0,soldall,0.0000000,Q1 2015,FINANCE,13F,06/30/2021,296.72,235.0
Ishares russell mid-cap etf,IWR,"",0.0,0.0,,0.0009,"",-9600.0,-100.0,soldall,No Data,Q1 2020,FINANCE,13F,06/30/2021,73.93,80.89
Axon enterprise inc,AXON,"",0.0,0.0,,0.0312,"",-175852.0,-100.0,soldall,0.0000000,Q1 2020,INDUSTRIALS,13F,06/30/2021,93.77,185.14
Glatfelter corp,GLT,"",0.0,0.0,,0.0017,"",-80400.0,-100.0,soldall,0.0000000,Q1 2020,MATERIALS,13F,06/30/2021,17.15,15.73
Vereit inc,VER,"",0.0,0.0,,0.001,"",-20250.0,-100.0,soldall,0.0000000,Q3 2020,REAL ESTATE,13F,06/30/2021,21.69,50.14
